0.951921582,0.927517487,0.865648793,0.830488643,0.780743896,0.720061369,0.696524656,0.663485469,0.615568483,0.588014419,0.537570184,0.514097731,0.471377166,0.45541053,0.443629789,0.405372711,0.38818492,0.35959787,0.33313157,0.319878783,0.298314955,0.289989736,0.276815303,0.250847308,0.232167057,0.222253518,0.201314128,0.201663311,0.192818498,0.177816962,0.171069213,0.155754866,0.139336818,0.138788713,0.125969811,0.119488771,0.115958823,0.111585119,0.099884712,0.09673003,0.093133698,0.087303416,0.079729798,0.075052881,0.073336102,0.067581328,0.064003322,0.05820496, ,
0.960939675,0.881080274,0.781144573,0.697025886,0.628887978,0.568148192,0.51613084,0.445850184,0.420212805,0.372056318,0.329179214,0.291641681,0.265689124,0.234945331,0.213190126,0.187559897,0.170829092,0.157978643,0.136310378,0.127602463,0.10907518,0.096648992,0.088969977,0.077866063,0.071434021,0.062374071,0.056826658,0.051797868,0.045064758,0.039543824,0.036548687,0.032895179,0.029254476,0.026201081,0.022826919,0.021346401,0.018428994,0.016866479,0.01513276,0.013223411,0.012049292,0.01124296,0.010051894,0.008889227,0.007892503,0.007021387,0.00609137,0.005825917, ,
0.992474451,0.779227191,0.651752513,0.524143115,0.417879221,0.331720078,0.283873381,0.225356086,0.181501704,0.150745914,0.118779934,0.093816558,0.080230964,0.063497109,0.051283825,0.041462402,0.033478634,0.027989379,0.022554427,0.01863869,0.014932965,0.012262112,0.010026522,0.007902818,0.006275859,0.005073692,0.004196457,0.003387986,0.00275465,0.002256979,0.001833819,0.001425858,0.001153454,0.000982015,0.000797848,0.000619389,0.00050711,0.000408195,0.000336723,0.0002741,0.000225448,0.000175712,0.000145248,0.00011835,9.69E-05,7.69E-05,6.19E-05,5.15E-05, ,
0.915936506,0.561216445,0.339565606,0.205451283,0.125401153,0.073665195,0.043634398,0.026437349,0.016028892,0.009555537,0.005423671,0.003584565,0.002166566,0.001276984,0.000738117,0.000457606,0.000269274,0.000158804,0.00010012,5.90E-05,3.56E-05,2.12E-05,1.29E-05,7.64E-06,4.56E-06,2.65E-06,1.63E-06,9.73E-07,5.99E-07,3.55E-07,2.13E-07,1.30E-07,7.80E-08,4.69E-08,2.77E-08,1.68E-08,9.88E-09,6.11E-09,3.49E-09,2.12E-09,1.29E-09,7.69E-10,4.62E-10,2.81E-10,1.75E-10,1.07E-10,5.98E-11,3.72E-11, ,
0.903456993,0.306931095,0.097697146,0.033350778,0.011162757,0.003683569,0.001225265,0.000410264,0.000136144,4.46E-05,1.56E-05,5.15E-06,1.65E-06,5.69E-07,1.84E-07,6.19E-08,2.04E-08,6.81E-09,2.24E-09,7.52E-10,2.55E-10,8.78E-11,2.74E-11,9.08E-12,3.15E-12,1.04E-12,3.39E-13,1.13E-13,3.74E-14,1.23E-14,4.02E-15,1.37E-15,4.54E-16,1.57E-16,5.12E-17,1.71E-17,5.80E-18,1.84E-18,6.12E-19,2.04E-19,6.81E-20,2.38E-20,7.77E-21,2.62E-21,8.63E-22,2.82E-22,9.15E-23,3.14E-23, ,
0.685401817,0.01098855,0.000182558,3.00E-06,4.86E-08,8.16E-10,1.40E-11,2.24E-13,3.83E-15,6.11E-17,1.00E-18,1.73E-20,2.98E-22,4.73E-24,7.86E-26,1.30E-27,2.16E-29,3.50E-31,6.09E-33,9.84E-35,1.63E-36,2.75E-38,4.49E-40,7.46E-42,1.25E-43,2.00E-45,3.33E-47,5.55E-49,9.37E-51,1.45E-52,2.55E-54,4.21E-56,6.96E-58,1.20E-59,1.94E-61,3.20E-63,5.00E-65,8.93E-67,1.42E-68,2.46E-70,3.95E-72,6.53E-74,1.12E-75,1.86E-77,2.97E-79,4.82E-81,8.15E-83,1.36E-84, ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
